id,prix,boutique_id,client_id,livre_id,temps_id
8547,10.0,19,273,7,259
8546,9.65,7,274,2,28
8545,10.0,2,275,7,260
8544,8.0,22,276,4,261
8543,8.0,22,277,4,262
8542,10.0,11,278,7,263
8541,9.65,13,279,2,264
8540,11.0,7,280,8,265
8539,8.0,11,281,4,266
8538,40.0,10,282,6,267
8537,9.65,17,283,2,59
8536,40.0,22,284,6,268
8535,9.65,24,285,2,269
8534,10.0,4,286,7,270
8533,10.65,20,287,1,271
8532,8.0,20,288,4,272
8531,8.0,7,289,4,273
8530,10.0,14,290,7,274
8529,8.0,14,291,4,275
8528,9.65,9,292,2,276
8527,8.0,3,293,4,277
8526,8.0,6,294,4,258
8525,10.0,5,295,7,278
8524,9.65,1,296,2,279
8523,17.0,10,297,3,154
8522,9.65,3,298,2,280
8521,9.65,19,299,2,281
8520,8.0,14,300,4,282
8519,9.65,1,301,2,283
8518,9.65,16,302,2,183
8517,10.0,12,303,7,284
8516,10.65,9,304,1,285
8515,10.65,5,305,1,286
8514,9.65,14,306,2,287
8513,10.65,12,307,1,288
8512,10.65,1,308,1,289
8511,10.65,5,309,1,290
8510,10.65,4,310,1,291
8509,8.0,24,311,4,271
8508,8.0,16,312,4,62
8507,9.65,17,313,2,68
8506,9.65,14,314,2,292
8505,9.65,7,315,2,293
8504,10.65,7,316,1,294
8503,8.0,22,317,4,295
8502,10.65,17,318,1,296
8501,10.0,2,319,7,297
8500,8.0,20,320,4,298
8499,9.65,22,321,2,299
8498,11.0,2,322,8,300
8497,40.0,8,323,6,301
8496,10.65,2,324,1,302
8495,8.0,2,325,4,303
8494,9.65,18,326,2,304
8493,10.0,17,327,7,305
8492,10.0,20,328,7,306
8491,8.0,10,329,4,307
8490,17.0,10,330,3,308
8489,8.0,20,331,4,309
8488,10.0,8,332,7,310
8487,10.0,13,333,7,311
8486,8.0,21,334,4,167
8485,10.65,12,335,1,192
8484,10.65,12,336,1,312
8483,9.65,24,337,2,313
8482,9.65,19,338,2,314
8481,8.0,19,339,4,315
8480,35.0,20,340,5,185
8479,8.0,3,341,4,316
8478,10.0,2,342,7,317
8477,8.0,14,343,4,208
8476,10.0,5,344,7,318
8475,10.65,9,345,1,319
8474,10.65,7,346,1,320
8473,9.65,15,347,2,321
8472,10.65,23,348,1,322
8471,11.0,9,349,8,323
8470,10.65,2,350,1,324
8469,9.65,6,351,2,325
8468,10.0,6,352,7,326
8467,9.65,24,353,2,327
8466,17.0,16,354,3,123
8465,9.65,22,355,2,328
8464,9.65,24,356,2,329
8463,10.65,21,357,1,330
8462,10.0,5,358,7,331
8461,17.0,3,359,3,332
8460,9.65,12,360,2,333
8459,10.65,2,361,1,334
8458,11.0,4,362,8,220
8457,10.0,2,363,7,42
8456,10.65,18,364,1,335
8455,10.65,22,365,1,336
8454,10.65,2,366,1,337
8453,9.65,4,367,2,338
8452,8.0,4,368,4,339
8451,9.65,10,369,2,136
8450,9.65,7,370,2,340
8449,40.0,13,371,6,341
8448,10.65,1,372,1,342
8447,10.65,4,373,1,343
8446,9.65,10,374,2,344
8445,10.65,17,375,1,345
8444,8.0,7,376,4,346
8443,11.0,15,377,8,347
8442,8.0,16,378,4,348
8441,40.0,24,379,6,311
8440,9.65,15,380,2,349
8439,10.0,7,381,7,350
8438,10.65,7,382,1,351
8437,10.0,19,383,7,352
8436,10.65,15,384,1,353
8435,8.0,24,385,4,354
8434,11.0,14,386,8,166
8433,9.65,1,387,2,355
8432,8.0,12,388,4,356
8431,8.0,9,389,4,357
8430,10.65,16,390,1,241
8429,10.0,22,391,7,358
8428,40.0,5,392,6,359
8427,11.0,2,393,8,360
8426,40.0,24,394,6,3
8425,8.0,24,395,4,361
8424,11.0,14,396,8,362
8423,10.65,21,397,1,363
8422,40.0,6,398,6,364
8421,8.0,24,399,4,365
8420,8.0,10,400,4,173
8419,8.0,22,401,4,366
8418,10.65,11,402,1,367
8417,9.65,11,403,2,368
8416,9.65,23,404,2,369
8415,10.65,6,405,1,370
8414,8.0,1,406,4,371
8413,11.0,18,407,8,276
8412,9.65,3,408,2,372
8411,40.0,3,409,6,373
8410,10.0,9,410,7,374
8409,10.65,23,411,1,375
8408,8.0,7,412,4,376
8407,10.65,17,413,1,171
8406,40.0,24,414,6,377
8405,8.0,14,415,4,378
8404,9.65,6,416,2,379
8403,10.0,10,417,7,380
8402,9.65,2,418,2,381
8401,9.65,1,419,2,382
8400,8.0,8,420,4,383
8399,8.0,21,421,4,384
8398,9.65,18,422,2,385
8397,11.0,16,423,8,91
8396,10.65,13,424,1,386
8395,9.65,20,425,2,315
8394,8.0,7,426,4,387
8393,35.0,9,427,5,388
8392,10.65,3,428,1,113
8391,9.65,5,429,2,19
8390,9.65,7,430,2,389
8389,10.0,8,431,7,390
8388,11.0,16,432,8,391
8387,40.0,1,433,6,392
8386,9.65,9,434,2,393
8385,9.65,11,435,2,394
8384,8.0,2,436,4,395
8383,11.0,18,437,8,396
8382,10.65,21,438,1,99
8381,40.0,10,439,6,397
8380,10.65,12,440,1,398
8379,8.0,18,441,4,399
8378,10.65,22,442,1,400
8377,10.65,12,443,1,401
8376,11.0,15,444,8,402
8375,10.0,10,445,7,403
8374,10.65,1,446,1,404
8373,10.65,10,447,1,405
8372,10.65,19,448,1,406
8371,17.0,22,449,3,407
8370,10.0,7,450,7,408
8369,9.65,24,451,2,409
8368,10.65,10,452,1,410
8367,40.0,23,453,6,411
8366,8.0,9,454,4,412
8365,9.65,19,455,2,334
8364,9.65,22,456,2,164
8363,10.65,19,457,1,413
8362,11.0,6,458,8,414
8361,10.65,19,459,1,265
8360,8.0,6,460,4,415
8359,10.65,7,461,1,416
8358,10.65,14,462,1,417
8357,8.0,22,463,4,241
8356,11.0,3,464,8,418
8355,10.0,4,465,7,419
8354,9.65,10,466,2,408
8353,10.65,21,467,1,420
8352,10.0,2,468,7,421
8351,8.0,22,469,4,422
8350,10.65,2,470,1,281
8349,10.65,2,471,1,286
8348,8.0,19,472,4,334
8347,9.65,15,473,2,423
8346,10.65,22,474,1,424
8345,8.0,22,475,4,425
8344,8.0,5,476,4,426
8343,8.0,13,477,4,427
8342,9.65,8,478,2,428
8341,9.65,2,479,2,104
8340,10.0,9,480,7,429
8339,9.65,22,481,2,430
8338,17.0,21,482,3,179
8337,11.0,4,483,8,431
8336,11.0,10,484,8,432
8335,9.65,22,485,2,433
8334,10.0,2,486,7,434
8333,8.0,15,487,4,435
8332,8.0,20,488,4,436
8331,10.65,18,489,1,437
8330,9.65,21,490,2,118
8329,10.65,21,491,1,438
8328,35.0,19,492,5,439
8327,11.0,15,493,8,213
8326,8.0,13,494,4,192
8325,10.0,23,495,7,341
8324,10.0,5,496,7,440
8323,10.65,8,497,1,104
8322,10.65,17,498,1,35
8321,10.0,7,499,7,441
8320,8.0,14,500,4,442
8319,9.65,17,501,2,443
8318,8.0,15,502,4,444
8317,10.65,23,503,1,428
8316,11.0,13,504,8,445
8315,9.65,17,505,2,446
8314,10.0,14,506,7,447
8313,8.0,5,507,4,448
8312,10.65,2,508,1,449
8311,40.0,4,509,6,450
8310,9.65,1,510,2,451
8309,10.65,23,511,1,452
8308,10.65,10,512,1,453
8307,8.0,3,513,4,454
8306,8.0,22,514,4,319
8305,9.65,1,515,2,455
8304,10.65,11,516,1,456
8303,9.65,16,517,2,457
8302,9.65,2,518,2,458
8301,8.0,12,519,4,459
8300,10.0,1,520,7,71
8299,8.0,5,521,4,417
8298,10.65,22,522,1,460
8297,17.0,6,523,3,461
8296,9.65,3,524,2,268
8295,9.65,1,525,2,462
8294,10.65,23,526,1,329
8293,8.0,16,527,4,463
8292,10.65,12,528,1,464
8291,40.0,3,529,6,465
8290,8.0,5,530,4,466
8289,40.0,22,531,6,467
8288,9.65,3,532,2,468
8287,9.65,21,533,2,469
8286,9.65,8,534,2,470
8285,9.65,11,535,2,471
8284,9.65,4,536,2,472
8283,11.0,21,537,8,473
8282,8.0,23,538,4,474
8281,9.65,10,539,2,412
8280,40.0,14,540,6,475
8279,40.0,3,541,6,476
8278,9.65,7,542,2,380
8277,8.0,3,543,4,428
8276,10.65,4,544,1,212
8275,10.65,14,545,1,477
8274,9.65,13,546,2,242
8273,9.65,9,547,2,478
8272,10.65,15,548,1,479
8271,9.65,23,549,2,480
8270,17.0,12,550,3,481
8269,11.0,8,551,8,482
8268,10.65,22,552,1,483
8267,11.0,9,553,8,484
8266,9.65,3,554,2,407
8265,8.0,2,555,4,485
8264,17.0,9,556,3,217
8263,10.65,20,557,1,486
8262,8.0,9,558,4,487
8261,9.65,2,559,2,488
8260,8.0,10,560,4,489
8259,11.0,18,561,8,490
8258,10.65,17,562,1,149
8257,8.0,20,563,4,491
8256,10.0,21,564,7,492
8255,10.0,24,565,7,431
8254,9.65,8,566,2,493
8253,8.0,17,567,4,447
8252,8.0,17,568,4,180
8251,8.0,9,569,4,494
8250,11.0,11,570,8,495
8249,10.65,5,571,1,496
8248,9.65,21,572,2,464
8247,9.65,15,573,2,251
8246,10.65,21,574,1,497
8245,11.0,3,575,8,498
8244,11.0,8,576,8,499
8243,11.0,9,577,8,500
8242,8.0,6,578,4,353
8241,11.0,6,579,8,501
8240,9.65,20,580,2,502
8239,10.65,10,581,1,503
8238,11.0,16,582,8,428
8237,10.65,12,583,1,504
8236,9.65,8,584,2,505
8235,9.65,20,585,2,506
8234,8.0,19,586,4,507
8233,11.0,8,587,8,508
8232,10.65,23,588,1,509
8231,10.65,5,589,1,510
8230,9.65,13,590,2,511
8229,10.65,23,591,1,512
8228,8.0,13,592,4,513
8227,9.65,1,593,2,8
8226,8.0,21,594,4,514
8225,11.0,10,595,8,515
8224,40.0,4,596,6,516
8223,35.0,15,597,5,186
8222,10.65,8,598,1,517
8221,10.65,18,599,1,518
8220,11.0,20,600,8,519
8219,11.0,19,601,8,129
8218,9.65,24,602,2,364
8217,10.65,11,603,1,520
8216,10.0,18,604,7,521
8215,17.0,11,605,3,522
8214,9.65,18,606,2,523
8213,10.0,6,607,7,174
8212,40.0,18,608,6,524
8211,10.0,4,609,7,411
8210,8.0,2,610,4,525
8209,11.0,20,611,8,526
8208,11.0,12,612,8,527
8207,9.65,5,613,2,346
8206,10.0,13,614,7,528
8205,8.0,15,615,4,92
8204,10.0,17,616,7,529
8203,10.65,14,617,1,530
8202,10.65,6,618,1,150
8201,11.0,10,619,8,531
8200,40.0,9,620,6,460
8199,9.65,9,621,2,532
8198,10.65,20,622,1,533
8197,11.0,5,623,8,534
8196,9.65,6,624,2,535
8195,9.65,15,625,2,161
8194,8.0,22,626,4,536
8193,10.0,20,627,7,537
8192,10.0,18,628,7,71
8191,9.65,14,629,2,538
8190,8.0,13,630,4,539
8189,10.0,16,631,7,540
8188,10.65,19,632,1,541
8187,8.0,12,633,4,542
8186,9.65,24,634,2,543
8185,8.0,2,635,4,129
8184,8.0,5,636,4,67
8183,10.65,19,637,1,355
8182,9.65,16,638,2,544
8181,40.0,20,639,6,545
8180,10.65,21,640,1,546
8179,10.65,20,641,1,547
8178,9.65,9,642,2,317
8177,8.0,14,643,4,548
8176,10.65,24,644,1,105
8175,9.65,21,645,2,549
8174,9.65,23,646,2,76
8173,11.0,24,647,8,550
8172,9.65,1,648,2,466
8171,9.65,12,649,2,10
8170,8.0,3,650,4,266
8169,11.0,20,651,8,551
8168,9.65,8,652,2,552
8167,10.65,4,653,1,539
8166,9.65,18,654,2,553
8165,10.65,6,655,1,554
8164,10.65,20,656,1,555
8163,8.0,2,657,4,556
8162,10.65,9,658,1,57
8161,9.65,5,659,2,557
8160,8.0,21,660,4,558
8159,10.65,1,661,1,559
8158,8.0,6,662,4,154
8157,11.0,9,663,8,552
8156,8.0,9,664,4,560
8155,10.65,21,665,1,561
8154,9.65,8,666,2,562
8153,11.0,5,667,8,563
8152,10.0,9,668,7,541
8151,9.65,8,669,2,444
8150,9.65,20,670,2,564
8149,11.0,20,671,8,515
8148,11.0,21,672,8,565
8147,10.0,5,673,7,566
8146,11.0,22,674,8,567
8145,8.0,23,675,4,568
8144,10.65,15,676,1,569
8143,10.65,24,677,1,570
8142,11.0,7,678,8,396
8141,9.65,21,679,2,571
8140,8.0,8,680,4,572
8139,8.0,21,681,4,573
8138,9.65,23,682,2,574
8137,17.0,9,683,3,575
8136,10.65,23,684,1,576
8135,8.0,6,685,4,349
8134,9.65,16,686,2,577
8133,40.0,1,687,6,170
8132,10.0,15,688,7,578
8131,10.0,22,689,7,579
8130,10.0,19,690,7,580
8129,9.65,2,691,2,408
8128,9.65,24,692,2,581
8127,9.65,23,693,2,582
8126,10.65,11,694,1,502
8125,11.0,16,695,8,583
8124,17.0,10,696,3,573
8123,10.65,24,697,1,584
8122,40.0,5,698,6,248
8121,40.0,9,699,6,585
8120,11.0,2,700,8,412
8119,9.65,8,701,2,333
8118,8.0,18,702,4,422
8117,9.65,18,703,2,586
8116,11.0,14,704,8,587
8115,10.65,18,705,1,588
8114,8.0,1,706,4,589
8113,8.0,16,707,4,344
8112,9.65,24,708,2,590
8111,8.0,18,709,4,591
8110,8.0,17,710,4,592
8109,8.0,22,711,4,593
8108,10.0,2,712,7,594
8107,10.0,6,713,7,320
8106,11.0,12,714,8,595
8105,8.0,3,715,4,585
8104,10.65,19,716,1,596
8103,10.0,18,717,7,149
8102,10.65,13,718,1,425
8101,35.0,15,719,5,597
8100,11.0,1,720,8,598
8099,17.0,11,721,3,599
8098,10.65,18,722,1,600
8097,10.0,2,723,7,15
8096,10.65,17,724,1,464
8095,9.65,8,725,2,601
8094,10.65,21,726,1,602
8093,17.0,10,727,3,603
8092,10.65,8,728,1,604
8091,8.0,19,729,4,109
8090,8.0,2,730,4,605
8089,9.65,18,731,2,308
8088,8.0,24,732,4,606
8087,8.0,15,733,4,354
8086,10.0,21,734,7,607
8085,10.65,9,735,1,608
8084,9.65,3,736,2,609
8083,9.65,11,737,2,610
8082,9.65,21,738,2,480
8081,17.0,13,739,3,611
8080,9.65,1,740,2,612
8079,8.0,12,741,4,613
8078,10.65,3,742,1,614
8077,10.0,8,743,7,615
8076,8.0,3,744,4,616
8075,10.65,3,745,1,617
8074,9.65,3,746,2,186
8073,11.0,18,747,8,233
8072,9.65,18,748,2,618
8071,9.65,7,749,2,619
8070,9.65,6,750,2,620
8069,10.0,18,751,7,69
8068,11.0,4,752,8,621
8067,10.65,11,753,1,406
8066,40.0,14,754,6,338
8065,8.0,16,755,4,622
8064,9.65,1,756,2,623
8063,9.65,20,757,2,416
8062,8.0,7,758,4,308
8061,8.0,9,759,4,624
8060,10.0,12,760,7,224
8059,8.0,24,761,4,625
8058,8.0,10,762,4,626
8057,10.65,11,763,1,62
8056,9.65,2,764,2,627
8055,10.65,22,765,1,628
8054,9.65,23,766,2,629
8053,9.65,17,767,2,630
8052,9.65,22,768,2,631
8051,40.0,10,769,6,163
8050,9.65,11,770,2,632
8049,9.65,3,771,2,633
8048,11.0,7,772,8,634
8047,11.0,4,773,8,128
8046,9.65,9,774,2,237
8045,9.65,13,775,2,635
8044,9.65,14,776,2,636
8043,9.65,22,777,2,637
8042,9.65,4,778,2,213
8041,10.0,2,779,7,638
8040,9.65,8,780,2,639
8039,10.65,23,781,1,640
8038,8.0,13,782,4,272
8037,11.0,12,783,8,641
8036,11.0,18,784,8,642
8035,10.65,16,785,1,643
8034,9.65,9,786,2,644
8033,11.0,5,787,8,645
8032,10.65,2,788,1,646
8031,11.0,12,789,8,126
8030,8.0,12,790,4,191
8029,8.0,17,791,4,647
8028,10.0,2,792,7,393
8027,10.65,3,793,1,22
8026,11.0,23,794,8,593
8025,9.65,9,795,2,648
8024,10.65,13,796,1,649
8023,10.0,8,797,7,650
8022,10.65,1,798,1,651
8021,9.65,9,799,2,652
8020,10.0,3,800,7,316
8019,10.65,7,801,1,653
8018,10.0,9,802,7,654
8017,8.0,13,803,4,536
8016,8.0,14,804,4,655
8015,10.65,4,805,1,413
8014,11.0,11,806,8,656
8013,10.65,13,807,1,186
8012,10.65,15,808,1,130
8011,40.0,22,809,6,657
8010,10.65,12,810,1,338
8009,11.0,20,811,8,658
8008,9.65,14,812,2,659
8007,8.0,8,813,4,660
8006,10.65,20,814,1,560
8005,10.65,21,815,1,661
8004,11.0,5,816,8,349
8003,11.0,22,817,8,145
8002,9.65,20,818,2,662
8001,40.0,7,819,6,663
8000,8.0,3,820,4,631
7999,10.65,11,821,1,190
7998,9.65,15,822,2,664
7997,11.0,24,823,8,665
7996,40.0,16,824,6,666
7995,9.65,7,825,2,431
7994,10.65,22,826,1,667
7993,8.0,1,827,4,668
7992,9.65,18,828,2,669
7991,35.0,8,829,5,670
7990,10.0,15,830,7,644
7989,8.0,21,831,4,195
7988,10.0,23,832,7,671
7987,11.0,14,833,8,625
7986,10.65,13,834,1,672
7985,9.65,8,835,2,271
7984,9.65,5,836,2,628
7983,10.0,22,837,7,246
7982,8.0,19,838,4,202
7981,8.0,3,839,4,673
7980,9.65,15,840,2,674
7979,8.0,10,841,4,675
7978,9.65,3,842,2,676
7977,10.65,9,843,1,677
7976,8.0,2,844,4,179
7975,10.65,1,845,1,678
7974,9.65,24,846,2,679
7973,8.0,20,847,4,607
7972,10.65,20,848,1,680
7971,10.65,13,849,1,681
7970,9.65,13,850,2,682
7969,10.65,10,851,1,646
7968,9.65,12,852,2,683
7967,9.65,24,853,2,681
7966,11.0,4,854,8,40
7965,40.0,13,855,6,176
7964,8.0,14,856,4,684
7963,10.65,9,857,1,685
7962,8.0,8,858,4,92
7961,10.0,6,859,7,686
7960,10.65,14,860,1,687
7959,10.65,8,861,1,688
7958,10.65,7,862,1,617
7957,8.0,17,863,4,652
7956,11.0,1,864,8,421
7955,40.0,14,865,6,689
7954,8.0,8,866,4,690
7953,9.65,3,867,2,691
7952,10.0,3,868,7,692
7951,9.65,23,869,2,267
7950,10.65,2,870,1,693
7949,10.65,11,871,1,479
7948,11.0,7,872,8,694
7947,10.65,6,873,1,695
7946,10.65,15,874,1,696
7945,10.0,10,875,7,697
7944,10.65,24,876,1,444
7943,11.0,1,877,8,698
7942,9.65,1,878,2,699
7941,9.65,12,879,2,232
7940,9.65,14,880,2,700
7939,11.0,12,881,8,411
7938,10.65,2,882,1,701
7937,10.65,8,883,1,702
7936,9.65,10,884,2,703
7935,9.65,14,885,2,704
7934,9.65,1,886,2,705
7933,9.65,11,887,2,706
7932,8.0,7,888,4,599
7931,40.0,15,889,6,707
7930,8.0,12,890,4,708
7929,11.0,1,891,8,709
7928,10.0,14,892,7,710
7927,9.65,16,893,2,711
7926,9.65,13,894,2,712
7925,9.65,23,895,2,713
7924,9.65,24,896,2,714
7923,10.65,12,897,1,192
7922,9.65,18,898,2,6
7921,8.0,15,899,4,715
7920,9.65,1,900,2,716
7919,9.65,9,901,2,717
7918,11.0,2,902,8,718
7917,10.65,18,903,1,719
7916,8.0,23,904,4,589
7915,8.0,9,905,4,720
7914,10.65,16,906,1,721
7913,9.65,14,907,2,722
7912,8.0,20,908,4,676
7911,40.0,4,909,6,723
7910,17.0,8,910,3,724
7909,10.65,11,911,1,725
7908,10.65,10,912,1,702
7907,8.0,7,913,4,431
7906,10.0,21,914,7,59
7905,10.0,6,915,7,721
7904,8.0,11,916,4,726
7903,8.0,8,917,4,284
7902,40.0,20,918,6,727
7901,10.65,17,919,1,728
7900,10.0,14,920,7,729
7899,10.65,17,921,1,730
7898,10.0,1,922,7,269
7897,9.65,20,923,2,355
7896,8.0,10,924,4,731
7895,8.0,12,925,4,315
7894,9.65,1,926,2,732
7893,9.65,6,927,2,733
7892,11.0,21,928,8,573
7891,8.0,16,929,4,734
7890,10.65,8,930,1,735
